city,country,date,day,encore2_song_count,encore_song_count,month,rating,relative_date,set1_song_count,set2_song_count,set3_song_count,state,total_song_count,venue,year
Wantagh,USA,2009-06-02,2,0.0,1.0,6,2.75,10 years ago,10.0,8.0,0.0,NY,19.0,"<a href=""http://phish.net/venue/499/Nikon_at_Jones_Beach_Theater"">Nikon at Jones Beach Theater</a>",2009
Wantagh,USA,2009-06-04,4,0.0,1.0,6,2.951,10 years ago,9.0,7.0,0.0,NY,17.0,"<a href=""http://phish.net/venue/499/Nikon_at_Jones_Beach_Theater"">Nikon at Jones Beach Theater</a>",2009
Wantagh,USA,2009-06-05,5,0.0,1.0,6,3.2,10 years ago,10.0,8.0,0.0,NY,19.0,"<a href=""http://phish.net/venue/499/Nikon_at_Jones_Beach_Theater"">Nikon at Jones Beach Theater</a>",2009
Mansfield,USA,2009-06-06,6,0.0,2.0,6,2.4627,10 years ago,11.0,7.0,0.0,MA,20.0,"<a href=""http://phish.net/venue/500/Comcast_Center"">Comcast Center</a>",2009
Camden,USA,2009-06-07,7,0.0,4.0,6,4.1183,10 years ago,11.0,8.0,0.0,NJ,23.0,"<a href=""http://phish.net/venue/501/Susquehanna_Bank_Center"">Susquehanna Bank Center</a>",2009
Asheville,USA,2009-06-09,9,0.0,1.0,6,3.337,10 years ago,11.0,9.0,0.0,NC,21.0,"<a href=""http://phish.net/venue/502/Asheville_Civic_Center"">Asheville Civic Center</a>",2009
Knoxville,USA,2009-06-10,10,0.0,1.0,6,3.5857,10 years ago,11.0,10.0,0.0,TN,22.0,"<a href=""http://phish.net/venue/503/Thompson-Boling_Arena"">Thompson-Boling Arena</a>",2009
Manchester,USA,2009-06-11,11,0.0,0.0,6,2.5333,10 years ago,0.0,0.0,0.0,TN,0.0,"<a href=""http://phish.net/venue/506/Bonnaroo_Music_%26_Arts_Festival"">Bonnaroo</a>",2009
Manchester,USA,2009-06-12,12,0.0,1.0,6,3.5933,10 years ago,19.0,0.0,0.0,TN,20.0,"<a href=""http://phish.net/venue/506/Bonnaroo_Music_%26_Arts_Festival"">Bonnaroo</a>",2009
Manchester,USA,2009-06-14,14,0.0,2.0,6,3.2061,10 years ago,14.0,8.0,0.0,TN,24.0,"<a href=""http://phish.net/venue/506/Bonnaroo_Music_%26_Arts_Festival"">Bonnaroo</a>",2009
St. Louis,USA,2009-06-16,16,0.0,3.0,6,2.411,10 years ago,11.0,10.0,0.0,MO,24.0,"<a href=""http://phish.net/venue/510/The_Fox_Theatre"">The Fox Theatre</a>",2009
Burgettstown,USA,2009-06-18,18,0.0,6.0,6,3.3802,10 years ago,11.0,8.0,0.0,PA,25.0,"<a href=""http://phish.net/venue/512/Post-Gazette_Pavilion"">Post-Gazette Pavilion</a>",2009
Noblesville,USA,2009-06-19,19,0.0,2.0,6,4.0065,10 years ago,12.0,8.0,0.0,IN,22.0,"<a href=""http://phish.net/venue/4/Verizon_Wireless_Music_Center"">Verizon Wireless Music Center</a>",2009
East Troy,USA,2009-06-20,20,0.0,1.0,6,3.4135,10 years ago,10.0,11.0,0.0,WI,22.0,"<a href=""http://phish.net/venue/3/Alpine_Valley_Music_Theatre"">Alpine Valley</a>",2009
East Troy,USA,2009-06-21,21,0.0,2.0,6,3.9662,10 years ago,14.0,7.0,0.0,WI,23.0,"<a href=""http://phish.net/venue/3/Alpine_Valley_Music_Theatre"">Alpine Valley</a>",2009
Morrison,USA,2009-07-30,30,0.0,1.0,7,3.5,10 years ago,10.0,9.0,0.0,CO,20.0,"<a href=""http://phish.net/venue/50/Red_Rocks_Amphitheatre"">Red Rocks Amphitheatre</a>",2009
Morrison,USA,2009-07-31,31,0.0,2.0,7,3.8587,10 years ago,8.0,8.0,0.0,CO,18.0,"<a href=""http://phish.net/venue/50/Red_Rocks_Amphitheatre"">Red Rocks Amphitheatre</a>",2009
Morrison,USA,2009-08-01,1,0.0,2.0,8,3.7614,10 years ago,9.0,6.0,0.0,CO,17.0,"<a href=""http://phish.net/venue/50/Red_Rocks_Amphitheatre"">Red Rocks Amphitheatre</a>",2009
Morrison,USA,2009-08-02,2,0.0,3.0,8,3.4848,10 years ago,12.0,8.0,0.0,CO,23.0,"<a href=""http://phish.net/venue/50/Red_Rocks_Amphitheatre"">Red Rocks Amphitheatre</a>",2009
Mountain View,USA,2009-08-05,5,0.0,2.0,8,2.8667,10 years ago,10.0,9.0,0.0,CA,21.0,"<a href=""http://phish.net/venue/247/Shoreline_Amphitheatre"">Shoreline Amphitheatre</a>",2009
George,USA,2009-08-07,7,0.0,1.0,8,4.4568,10 years ago,9.0,7.0,0.0,WA,17.0,"<a href=""http://phish.net/venue/248/Gorge_Amphitheatre"">The Gorge</a>",2009
George,USA,2009-08-08,8,0.0,2.0,8,3.8333,10 years ago,11.0,8.0,0.0,WA,21.0,"<a href=""http://phish.net/venue/248/Gorge_Amphitheatre"">The Gorge</a>",2009
Bridgeview,USA,2009-08-11,11,0.0,1.0,8,2.9448,10 years ago,10.0,9.0,0.0,IL,20.0,"<a href=""http://phish.net/venue/519/Toyota_Park"">Toyota Park</a>",2009
Darien Center,USA,2009-08-13,13,0.0,2.0,8,3.3585,10 years ago,12.0,9.0,0.0,NY,23.0,"<a href=""http://phish.net/venue/361/Darien_Lake_Performing_Arts_Center"">Darien Lake</a>",2009
Hartford,USA,2009-08-14,14,0.0,1.0,8,4.4797,10 years ago,11.0,10.0,0.0,CT,22.0,"<a href=""http://phish.net/venue/523/The_Comcast_Theatre"">The Comcast Theatre</a>",2009
Columbia,USA,2009-08-15,15,0.0,2.0,8,2.5185,10 years ago,13.0,7.0,0.0,MD,22.0,"<a href=""http://phish.net/venue/9/Merriweather_Post_Pavilion"">Merriweather</a>",2009
Saratoga Springs,USA,2009-08-16,16,0.0,3.0,8,3.4812,10 years ago,12.0,9.0,0.0,NY,24.0,"<a href=""http://phish.net/venue/220/Saratoga_Performing_Arts_Center"">SPAC</a>",2009
Indio,USA,2009-10-29,29,0.0,0.0,10,3.45,10 years ago,6.0,4.0,0.0,CA,10.0,"<a href=""http://phish.net/venue/756/Empire_Polo_Club"">Empire Polo Club</a>",2009
Indio,USA,2009-10-30,30,0.0,1.0,10,3.3355,10 years ago,12.0,9.0,0.0,CA,22.0,"<a href=""http://phish.net/venue/756/Empire_Polo_Club"">Empire Polo Club</a>",2009
Indio,USA,2009-10-31,31,0.0,1.0,10,4.2871,10 years ago,9.0,18.0,5.0,CA,33.0,"<a href=""http://phish.net/venue/756/Empire_Polo_Club"">Empire Polo Club</a>",2009
Indio,USA,2009-11-01,1,0.0,6.0,11,4.2086,10 years ago,15.0,10.0,10.0,CA,41.0,"<a href=""http://phish.net/venue/756/Empire_Polo_Club"">Empire Polo Club</a>",2009
Detroit,USA,2009-11-18,18,0.0,1.0,11,3.4337,9 years ago,12.0,11.0,0.0,MI,24.0,"<a href=""http://phish.net/venue/755/Cobo_Arena"">Cobo Arena</a>",2009
Cincinnati,USA,2009-11-20,20,0.0,3.0,11,3.7946,9 years ago,9.0,7.0,0.0,OH,19.0,"<a href=""http://phish.net/venue/238/U.S._Bank_Arena"">U.S. Bank Arena</a>",2009
Cincinnati,USA,2009-11-21,21,0.0,2.0,11,3.6581,9 years ago,12.0,8.0,0.0,OH,22.0,"<a href=""http://phish.net/venue/238/U.S._Bank_Arena"">U.S. Bank Arena</a>",2009
Syracuse,USA,2009-11-22,22,0.0,1.0,11,3.25,9 years ago,12.0,11.0,0.0,NY,24.0,"<a href=""http://phish.net/venue/757/War_Memorial_at_Oncenter"">War Memorial at Oncenter</a>",2009
Philadelphia,USA,2009-11-24,24,0.0,1.0,11,3.7983,9 years ago,10.0,9.0,0.0,PA,20.0,"<a href=""http://phish.net/venue/760/Wachovia_Center"">Wachovia Center</a>",2009
Philadelphia,USA,2009-11-25,25,0.0,1.0,11,2.7586,9 years ago,10.0,7.0,0.0,PA,18.0,"<a href=""http://phish.net/venue/760/Wachovia_Center"">Wachovia Center</a>",2009
Albany,USA,2009-11-27,27,0.0,1.0,11,3.6134,9 years ago,12.0,11.0,0.0,NY,24.0,"<a href=""http://phish.net/venue/758/Times_Union_Center"">Times Union Center</a>",2009
Albany,USA,2009-11-28,28,0.0,1.0,11,4.4787,9 years ago,12.0,7.0,0.0,NY,20.0,"<a href=""http://phish.net/venue/758/Times_Union_Center"">Times Union Center</a>",2009
Portland,USA,2009-11-29,29,0.0,3.0,11,3.6235,9 years ago,13.0,9.0,0.0,ME,25.0,"<a href=""http://phish.net/venue/208/Cumberland_County_Civic_Center"">Cumberland County Civic Center</a>",2009
New York,USA,2009-12-02,2,0.0,2.0,12,3.4259,9 years ago,11.0,10.0,0.0,NY,23.0,"<a href=""http://phish.net/venue/157/Madison_Square_Garden"">MSG</a>",2009
New York,USA,2009-12-03,3,0.0,1.0,12,3.271,9 years ago,10.0,8.0,0.0,NY,19.0,"<a href=""http://phish.net/venue/157/Madison_Square_Garden"">MSG</a>",2009
New York,USA,2009-12-04,4,0.0,1.0,12,3.7266,9 years ago,12.0,10.0,0.0,NY,23.0,"<a href=""http://phish.net/venue/157/Madison_Square_Garden"">MSG</a>",2009
Charlottesville,USA,2009-12-05,5,0.0,2.0,12,3.9485,9 years ago,12.0,9.0,0.0,VA,23.0,"<a href=""http://phish.net/venue/759/John_Paul_Jones_Arena"">John Paul Jones Arena</a>",2009
Miami,USA,2009-12-28,28,0.0,1.0,12,3.2375,9 years ago,11.0,10.0,0.0,FL,22.0,"<a href=""http://phish.net/venue/274/American_Airlines_Arena"">American Airlines Arena</a>",2009
Miami,USA,2009-12-29,29,0.0,2.0,12,3.8144,9 years ago,10.0,9.0,0.0,FL,21.0,"<a href=""http://phish.net/venue/274/American_Airlines_Arena"">American Airlines Arena</a>",2009
Miami,USA,2009-12-30,30,0.0,1.0,12,4.3356,9 years ago,12.0,11.0,0.0,FL,24.0,"<a href=""http://phish.net/venue/274/American_Airlines_Arena"">American Airlines Arena</a>",2009
Miami,USA,2009-12-31,31,0.0,2.0,12,3.8304,9 years ago,13.0,8.0,7.0,FL,30.0,"<a href=""http://phish.net/venue/274/American_Airlines_Arena"">American Airlines Arena</a>",2009
New York,USA,2010-03-15,15,0.0,0.0,3,3.68,9 years ago,2.0,0.0,0.0,NY,2.0,"<a href=""http://phish.net/venue/764/The_Waldorf_Astoria"">The Waldorf Astoria</a>",2010
New York,USA,2010-05-13,13,0.0,0.0,5,2.6786,9 years ago,2.0,0.0,0.0,NY,2.0,"<a href=""http://phish.net/venue/770/NBC_Television_Studios%2C_Studio_6B"">NBC Television Studios, Studio 6B</a>",2010
Bridgeview,USA,2010-06-11,11,0.0,2.0,6,3.9185,9 years ago,9.0,9.0,0.0,IL,20.0,"<a href=""http://phish.net/venue/519/Toyota_Park"">Toyota Park</a>",2010
Cuyahoga Falls,USA,2010-06-12,12,0.0,1.0,6,3.5248,9 years ago,10.0,9.0,0.0,OH,20.0,"<a href=""http://phish.net/venue/223/Blossom_Music_Center"">Blossom Music Center</a>",2010
Hershey,USA,2010-06-13,13,0.0,1.0,6,3.7938,9 years ago,11.0,7.0,0.0,PA,19.0,"<a href=""http://phish.net/venue/389/Hersheypark_Stadium"">Hersheypark Stadium</a>",2010
Portsmouth,USA,2010-06-15,15,0.0,2.0,6,3.0449,9 years ago,11.0,10.0,0.0,VA,23.0,"<a href=""http://phish.net/venue/765/nTelos_Pavilion"">nTelos Pavilion</a>",2010
Hartford,USA,2010-06-17,17,0.0,1.0,6,3.4196,9 years ago,11.0,10.0,0.0,CT,22.0,"<a href=""http://phish.net/venue/523/The_Comcast_Theatre"">The Comcast Theatre</a>",2010
Hartford,USA,2010-06-18,18,0.0,3.0,6,4.0275,9 years ago,10.0,8.0,0.0,CT,21.0,"<a href=""http://phish.net/venue/523/The_Comcast_Theatre"">The Comcast Theatre</a>",2010
Saratoga Springs,USA,2010-06-19,19,0.0,3.0,6,3.5965,9 years ago,10.0,8.0,0.0,NY,21.0,"<a href=""http://phish.net/venue/220/Saratoga_Performing_Arts_Center"">SPAC</a>",2010
Saratoga Springs,USA,2010-06-20,20,0.0,1.0,6,3.973,9 years ago,10.0,10.0,0.0,NY,21.0,"<a href=""http://phish.net/venue/220/Saratoga_Performing_Arts_Center"">SPAC</a>",2010
Mansfield,USA,2010-06-22,22,0.0,1.0,6,3.2171,9 years ago,9.0,10.0,0.0,MA,20.0,"<a href=""http://phish.net/venue/500/Comcast_Center"">Comcast Center</a>",2010
Camden,USA,2010-06-24,24,0.0,1.0,6,3.7164,9 years ago,13.0,8.0,0.0,NJ,22.0,"<a href=""http://phish.net/venue/501/Susquehanna_Bank_Center"">Susquehanna Bank Center</a>",2010
Camden,USA,2010-06-25,25,0.0,1.0,6,4.17,9 years ago,12.0,10.0,0.0,NJ,23.0,"<a href=""http://phish.net/venue/501/Susquehanna_Bank_Center"">Susquehanna Bank Center</a>",2010
Columbia,USA,2010-06-26,26,0.0,2.0,6,3.627,9 years ago,11.0,10.0,0.0,MD,23.0,"<a href=""http://phish.net/venue/9/Merriweather_Post_Pavilion"">Merriweather</a>",2010
Columbia,USA,2010-06-27,27,0.0,1.0,6,4.3816,9 years ago,11.0,9.0,0.0,MD,21.0,"<a href=""http://phish.net/venue/9/Merriweather_Post_Pavilion"">Merriweather</a>",2010
Canandaigua,USA,2010-06-29,29,0.0,1.0,6,3.3889,9 years ago,10.0,9.0,0.0,NY,20.0,"<a href=""http://phish.net/venue/766/CMAC_Performing_Arts_Center"">CMAC Performing Arts Center</a>",2010
Raleigh,USA,2010-07-01,1,0.0,1.0,7,3.896,9 years ago,10.0,10.0,0.0,NC,21.0,"<a href=""http://phish.net/venue/767/Time_Warner_Cable_Music_Pavilion_at_Walnut_Creek_"">Walnut Creek</a>",2010
Charlotte,USA,2010-07-02,2,0.0,1.0,7,4.322,9 years ago,10.0,8.0,0.0,NC,19.0,"<a href=""http://phish.net/venue/261/Verizon_Wireless_Amphitheatre_-_Charlotte"">Verizon Wireless Amphitheatre - Charlotte</a>",2010
Alpharetta,USA,2010-07-03,3,0.0,2.0,7,4.0229,9 years ago,13.0,9.0,0.0,GA,24.0,"<a href=""http://phish.net/venue/768/Verizon_Wireless_Amphitheatre_at_Encore_Park"">Verizon Wireless Amphitheatre at Encore Park</a>",2010
Alpharetta,USA,2010-07-04,4,0.0,1.0,7,4.4352,9 years ago,11.0,11.0,0.0,GA,23.0,"<a href=""http://phish.net/venue/768/Verizon_Wireless_Amphitheatre_at_Encore_Park"">Verizon Wireless Amphitheatre at Encore Park</a>",2010
Berkeley,USA,2010-08-05,5,0.0,2.0,8,3.3628,9 years ago,10.0,8.0,0.0,CA,20.0,"<a href=""http://phish.net/venue/372/William_Randolph_Hearst_Greek_Theatre"">William Randolph Hearst Greek Theatre</a>",2010
Berkeley,USA,2010-08-06,6,0.0,1.0,8,4.0355,9 years ago,8.0,9.0,0.0,CA,18.0,"<a href=""http://phish.net/venue/372/William_Randolph_Hearst_Greek_Theatre"">William Randolph Hearst Greek Theatre</a>",2010
Berkeley,USA,2010-08-07,7,0.0,2.0,8,4.234,9 years ago,10.0,8.0,0.0,CA,20.0,"<a href=""http://phish.net/venue/372/William_Randolph_Hearst_Greek_Theatre"">William Randolph Hearst Greek Theatre</a>",2010
Telluride,USA,2010-08-09,9,0.0,2.0,8,3.5208,9 years ago,10.0,9.0,0.0,CO,21.0,"<a href=""http://phish.net/venue/769/Telluride_Town_Park"">Telluride Town Park</a>",2010
Telluride,USA,2010-08-10,10,0.0,1.0,8,3.413,9 years ago,11.0,10.0,0.0,CO,22.0,"<a href=""http://phish.net/venue/769/Telluride_Town_Park"">Telluride Town Park</a>",2010
Noblesville,USA,2010-08-12,12,0.0,4.0,8,3.94,9 years ago,10.0,12.0,0.0,IN,26.0,"<a href=""http://phish.net/venue/4/Verizon_Wireless_Music_Center"">Verizon Wireless Music Center</a>",2010
Noblesville,USA,2010-08-13,13,0.0,2.0,8,4.1867,9 years ago,13.0,8.0,0.0,IN,23.0,"<a href=""http://phish.net/venue/4/Verizon_Wireless_Music_Center"">Verizon Wireless Music Center</a>",2010
East Troy,USA,2010-08-14,14,0.0,1.0,8,4.383,9 years ago,14.0,9.0,0.0,WI,24.0,"<a href=""http://phish.net/venue/3/Alpine_Valley_Music_Theatre"">Alpine Valley</a>",2010
East Troy,USA,2010-08-15,15,0.0,4.0,8,4.1647,9 years ago,9.0,8.0,0.0,WI,21.0,"<a href=""http://phish.net/venue/3/Alpine_Valley_Music_Theatre"">Alpine Valley</a>",2010
Wantagh,USA,2010-08-17,17,0.0,2.0,8,3.869,9 years ago,9.0,10.0,0.0,NY,21.0,"<a href=""http://phish.net/venue/499/Nikon_at_Jones_Beach_Theater"">Nikon at Jones Beach Theater</a>",2010
Wantagh,USA,2010-08-18,18,0.0,2.0,8,3.6739,9 years ago,11.0,10.0,0.0,NY,23.0,"<a href=""http://phish.net/venue/499/Nikon_at_Jones_Beach_Theater"">Nikon at Jones Beach Theater</a>",2010
Austin,USA,2010-10-08,8,0.0,2.0,10,3.0145,9 years ago,12.0,0.0,0.0,TX,14.0,"<a href=""http://phish.net/venue/771/Zilker_Park"">Zilker Park</a>",2010
Broomfield,USA,2010-10-10,10,0.0,1.0,10,3.2929,9 years ago,11.0,11.0,0.0,CO,23.0,"<a href=""http://phish.net/venue/772/1stBank_Center"">1stBank Center</a>",2010
Broomfield,USA,2010-10-11,11,0.0,2.0,10,3.2022,9 years ago,10.0,9.0,0.0,CO,21.0,"<a href=""http://phish.net/venue/772/1stBank_Center"">1stBank Center</a>",2010
Broomfield,USA,2010-10-12,12,0.0,1.0,10,2.6538,9 years ago,9.0,10.0,0.0,CO,20.0,"<a href=""http://phish.net/venue/772/1stBank_Center"">1stBank Center</a>",2010
North Charleston,USA,2010-10-15,15,0.0,1.0,10,3.6224,9 years ago,13.0,14.0,0.0,SC,28.0,"<a href=""http://phish.net/venue/698/North_Charleston_Coliseum"">North Charleston Coliseum</a>",2010
North Charleston,USA,2010-10-16,16,0.0,3.0,10,4.4354,9 years ago,11.0,7.0,0.0,SC,21.0,"<a href=""http://phish.net/venue/698/North_Charleston_Coliseum"">North Charleston Coliseum</a>",2010
Augusta,USA,2010-10-19,19,0.0,2.0,10,4.1855,9 years ago,10.0,12.0,0.0,ME,24.0,"<a href=""http://phish.net/venue/773/Augusta_Civic_Center"">Augusta Civic Center</a>",2010
Utica,USA,2010-10-20,20,0.0,1.0,10,4.4672,9 years ago,11.0,11.0,0.0,NY,23.0,"<a href=""http://phish.net/venue/774/Utica_Memorial_Auditorium"">Utica Memorial Auditorium</a>",2010
Providence,USA,2010-10-22,22,0.0,1.0,10,3.9298,9 years ago,10.0,11.0,0.0,RI,22.0,"<a href=""http://phish.net/venue/775/Dunkin_Donuts_Center"">Dunkin Donuts Center</a>",2010
Amherst,USA,2010-10-23,23,0.0,1.0,10,3.6299,9 years ago,13.0,10.0,0.0,MA,24.0,"<a href=""http://phish.net/venue/34/Mullins_Center%2C_University_of_Massachusetts"">Mullins Center, University of Massachusetts</a>",2010
Amherst,USA,2010-10-24,24,0.0,2.0,10,3.4375,9 years ago,9.0,11.0,0.0,MA,22.0,"<a href=""http://phish.net/venue/34/Mullins_Center%2C_University_of_Massachusetts"">Mullins Center, University of Massachusetts</a>",2010
Manchester,USA,2010-10-26,26,0.0,1.0,10,4.4963,9 years ago,14.0,12.0,0.0,NH,27.0,"<a href=""http://phish.net/venue/776/Verizon_Wireless_Arena"">Verizon Wireless Arena</a>",2010
Atlantic City,USA,2010-10-29,29,0.0,1.0,10,3.4928,9 years ago,14.0,10.0,0.0,NJ,25.0,"<a href=""http://phish.net/venue/777/Boardwalk_Hall"">Boardwalk Hall</a>",2010
Atlantic City,USA,2010-10-30,30,0.0,2.0,10,4.4982,9 years ago,13.0,15.0,0.0,NJ,30.0,"<a href=""http://phish.net/venue/777/Boardwalk_Hall"">Boardwalk Hall</a>",2010
Atlantic City,USA,2010-10-31,31,0.0,1.0,10,4.3419,9 years ago,10.0,16.0,10.0,NJ,37.0,"<a href=""http://phish.net/venue/777/Boardwalk_Hall"">Boardwalk Hall</a>",2010
Worcester,USA,2010-12-27,27,0.0,1.0,12,3.372,8 years ago,10.0,11.0,0.0,MA,22.0,"<a href=""http://phish.net/venue/781/DCU_Center"">DCU Center</a>",2010
Worcester,USA,2010-12-28,28,0.0,1.0,12,3.988,8 years ago,11.0,9.0,0.0,MA,21.0,"<a href=""http://phish.net/venue/781/DCU_Center"">DCU Center</a>",2010
New York,USA,2010-12-30,30,0.0,2.0,12,4.1743,8 years ago,13.0,9.0,0.0,NY,24.0,"<a href=""http://phish.net/venue/157/Madison_Square_Garden"">MSG</a>",2010
New York,USA,2010-12-31,31,0.0,1.0,12,4.5066,8 years ago,10.0,9.0,9.0,NY,29.0,"<a href=""http://phish.net/venue/157/Madison_Square_Garden"">MSG</a>",2010
New York,USA,2011-01-01,1,0.0,2.0,1,4.4802,8 years ago,11.0,6.0,0.0,NY,19.0,"<a href=""http://phish.net/venue/157/Madison_Square_Garden"">MSG</a>",2011
Bethel,USA,2011-05-26,26,0.0,0.0,5,4.4852,8 years ago,1.0,0.0,0.0,NY,1.0,"<a href=""http://phish.net/venue/809/Bethel_Woods_Center_for_the_Arts"">Bethel Woods</a>",2011
Bethel,USA,2011-05-27,27,0.0,1.0,5,4.1847,8 years ago,11.0,9.0,0.0,NY,21.0,"<a href=""http://phish.net/venue/809/Bethel_Woods_Center_for_the_Arts"">Bethel Woods</a>",2011
Bethel,USA,2011-05-28,28,0.0,1.0,5,4.361,8 years ago,12.0,7.0,0.0,NY,20.0,"<a href=""http://phish.net/venue/809/Bethel_Woods_Center_for_the_Arts"">Bethel Woods</a>",2011
Bethel,USA,2011-05-29,29,0.0,2.0,5,3.3934,8 years ago,12.0,9.0,0.0,NY,23.0,"<a href=""http://phish.net/venue/809/Bethel_Woods_Center_for_the_Arts"">Bethel Woods</a>",2011
Holmdel,USA,2011-05-31,31,0.0,1.0,5,3.8667,8 years ago,9.0,7.0,0.0,NJ,17.0,"<a href=""http://phish.net/venue/398/PNC_Bank_Arts_Center"">PNC Bank Arts Center</a>",2011
Holmdel,USA,2011-06-01,1,0.0,2.0,6,3.479,8 years ago,11.0,7.0,0.0,NJ,20.0,"<a href=""http://phish.net/venue/398/PNC_Bank_Arts_Center"">PNC Bank Arts Center</a>",2011
Clarkston,USA,2011-06-03,3,0.0,1.0,6,4.4981,8 years ago,10.0,6.0,0.0,MI,17.0,"<a href=""http://phish.net/venue/810/DTE_Energy_Music_Theater"">Pine Knob</a>",2011
Cuyahoga Falls,USA,2011-06-04,4,0.0,1.0,6,4.4843,8 years ago,10.0,10.0,0.0,OH,21.0,"<a href=""http://phish.net/venue/223/Blossom_Music_Center"">Blossom Music Center</a>",2011
Cincinnati,USA,2011-06-05,5,0.0,2.0,6,3.7317,8 years ago,10.0,8.0,0.0,OH,20.0,"<a href=""http://phish.net/venue/390/Riverbend_Music_Center"">Riverbend Music Center</a>",2011
Mansfield,USA,2011-06-07,7,0.0,1.0,6,3.655,8 years ago,9.0,8.0,0.0,MA,18.0,"<a href=""http://phish.net/venue/500/Comcast_Center"">Comcast Center</a>",2011
Darien Center,USA,2011-06-08,8,0.0,1.0,6,3.7338,8 years ago,14.0,9.0,0.0,NY,24.0,"<a href=""http://phish.net/venue/361/Darien_Lake_Performing_Arts_Center"">Darien Lake</a>",2011
Camden,USA,2011-06-10,10,0.0,1.0,6,3.6321,8 years ago,12.0,11.0,0.0,NJ,24.0,"<a href=""http://phish.net/venue/501/Susquehanna_Bank_Center"">Susquehanna Bank Center</a>",2011
Columbia,USA,2011-06-11,11,0.0,2.0,6,3.6121,8 years ago,11.0,13.0,0.0,MD,26.0,"<a href=""http://phish.net/venue/9/Merriweather_Post_Pavilion"">Merriweather</a>",2011
Columbia,USA,2011-06-12,12,0.0,3.0,6,3.7278,8 years ago,12.0,10.0,0.0,MD,25.0,"<a href=""http://phish.net/venue/9/Merriweather_Post_Pavilion"">Merriweather</a>",2011
Alpharetta,USA,2011-06-14,14,0.0,1.0,6,3.5109,8 years ago,11.0,9.0,0.0,GA,21.0,"<a href=""http://phish.net/venue/768/Verizon_Wireless_Amphitheatre_at_Encore_Park"">Verizon Wireless Amphitheatre at Encore Park</a>",2011
Alpharetta,USA,2011-06-15,15,0.0,2.0,6,3.1631,8 years ago,9.0,11.0,0.0,GA,22.0,"<a href=""http://phish.net/venue/768/Verizon_Wireless_Amphitheatre_at_Encore_Park"">Verizon Wireless Amphitheatre at Encore Park</a>",2011
Charlotte,USA,2011-06-17,17,0.0,2.0,6,4.4225,8 years ago,12.0,11.0,0.0,NC,25.0,"<a href=""http://phish.net/venue/261/Verizon_Wireless_Amphitheatre_-_Charlotte"">Verizon Wireless Amphitheatre - Charlotte</a>",2011
Raleigh,USA,2011-06-18,18,0.0,1.0,6,3.5273,8 years ago,10.0,11.0,0.0,NC,22.0,"<a href=""http://phish.net/venue/767/Time_Warner_Cable_Music_Pavilion_at_Walnut_Creek_"">Walnut Creek</a>",2011
Portsmouth,USA,2011-06-19,19,0.0,1.0,6,4.106,8 years ago,12.0,9.0,0.0,VA,22.0,"<a href=""http://phish.net/venue/765/nTelos_Pavilion"">nTelos Pavilion</a>",2011
Watkins Glen,USA,2011-06-30,30,0.0,0.0,6,4.1957,8 years ago,6.0,0.0,0.0,NY,6.0,"<a href=""http://phish.net/venue/958/Watkins_Glen_International"">Watkins Glen</a>",2011
Watkins Glen,USA,2011-07-01,1,0.0,1.0,7,4.2392,8 years ago,12.0,13.0,0.0,NY,26.0,"<a href=""http://phish.net/venue/958/Watkins_Glen_International"">Watkins Glen</a>",2011
Watkins Glen,USA,2011-07-02,2,0.0,2.0,7,4.3389,8 years ago,16.0,13.0,12.0,NY,45.0,"<a href=""http://phish.net/venue/958/Watkins_Glen_International"">Watkins Glen</a>",2011
Watkins Glen,USA,2011-07-03,3,0.0,1.0,7,4.5927,8 years ago,13.0,12.0,0.0,NY,26.0,"<a href=""http://phish.net/venue/958/Watkins_Glen_International"">Watkins Glen</a>",2011
George,USA,2011-08-05,5,0.0,1.0,8,4.4847,8 years ago,12.0,8.0,0.0,WA,21.0,"<a href=""http://phish.net/venue/248/Gorge_Amphitheatre"">The Gorge</a>",2011
George,USA,2011-08-06,6,0.0,3.0,8,3.8652,8 years ago,11.0,10.0,0.0,WA,24.0,"<a href=""http://phish.net/venue/248/Gorge_Amphitheatre"">The Gorge</a>",2011
Hollywood,USA,2011-08-08,8,0.0,2.0,8,3.4313,8 years ago,13.0,12.0,0.0,CA,27.0,"<a href=""http://phish.net/venue/959/Hollywood_Bowl"">Hollywood Bowl</a>",2011
Stateline,USA,2011-08-09,9,0.0,2.0,8,3.8926,8 years ago,12.0,8.0,0.0,NV,22.0,"<a href=""http://phish.net/venue/960/Lake_Tahoe_Outdoor_Arena_at_Harveys"">Lake Tahoe Outdoor Arena at Harveys</a>",2011
Stateline,USA,2011-08-10,10,0.0,2.0,8,3.3551,8 years ago,12.0,9.0,0.0,NV,23.0,"<a href=""http://phish.net/venue/960/Lake_Tahoe_Outdoor_Arena_at_Harveys"">Lake Tahoe Outdoor Arena at Harveys</a>",2011
San Francisco,USA,2011-08-12,12,0.0,2.0,8,3.3806,8 years ago,14.0,11.0,0.0,CA,27.0,"<a href=""http://phish.net/venue/878/Polo_Fields%2C_Golden_Gate_Park"">Polo Fields, Golden Gate Park</a>",2011
Chicago,USA,2011-08-15,15,0.0,5.0,8,4.6259,8 years ago,12.0,7.0,0.0,IL,24.0,"<a href=""http://phish.net/venue/368/UIC_Pavilion%2C_University_of_Illinois"">UIC Pavilion, University of Illinois</a>",2011
